fpl_id,full_name,team,position,season,minutes,goals,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,penalties_saved,penalties_missed,own_goals
613,Tomáš Souček,West Ham,MID,2024/25,2563,9,2,7,44,8,0,0,0,0,0
614,James Ward-Prowse,West Ham,MID,2023/24,3000,7,7,5,65,4,0,0,0,0,0
614,James Ward-Prowse,West Ham,MID,2024/25,1433,1,2,5,18,2,1,0,0,0,0
615,Crysencio Summerville,West Ham,MID,2024/25,776,1,1,2,20,2,0,0,0,0,0
616,Edson Álvarez Velázquez,West Ham,MID,2023/24,2375,1,1,5,45,11,0,0,0,0,0
616,Edson Álvarez Velázquez,West Ham,MID,2024/25,1769,0,1,3,31,7,1,0,0,0,0
617,Maxwel Cornet,West Ham,MID,2023/24,109,1,0,0,3,0,0,0,0,0,0
617,Maxwel Cornet,West Ham,MID,2024/25,71,0,0,0,4,1,0,0,0,0,0
618,Guido Rodríguez,West Ham,MID,2024/25,1147,0,1,4,19,6,0,0,0,0,0
619,Luis Guilherme Lira dos Santos,West Ham,MID,2024/25,139,0,0,0,5,0,0,0,0,0,0
620,George Earthy,West Ham,MID,2023/24,33,1,0,0,0,0,0,0,0,0,0
620,George Earthy,West Ham,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
621,Andy Irving,West Ham,MID,2024/25,161,0,0,0,4,2,0,0,0,0,0
622,Lewis Orford,West Ham,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
622,Lewis Orford,West Ham,MID,2024/25,47,0,0,0,1,0,0,0,0,0,0
624,Jarrod Bowen,West Ham,FWD,2023/24,3020,16,6,5,63,2,0,0,0,0,0
624,Jarrod Bowen,West Ham,FWD,2024/25,2974,13,11,8,50,1,0,0,0,0,0
625,Niclas Füllkrug,West Ham,FWD,2024/25,783,3,2,2,18,2,0,0,0,0,0
626,Callum Marshall,West Ham,FWD,2023/24,0,0,0,0,0,0,0,0,0,0,0
659,Kyle Walker-Peters,West Ham,DEF,2024/25,2918,0,3,2,77,5,0,0,0,0,0
671,Callum Wilson,West Ham,FWD,2023/24,981,9,1,6,15,3,0,0,0,0,0
671,Callum Wilson,West Ham,FWD,2024/25,355,0,0,0,7,1,0,0,0,0,0
679,Mads Hermansen,West Ham,GK,2024/25,2385,0,0,1,58,1,0,103,1,0,0
627,Sam Johnstone,Wolves,GK,2023/24,1796,0,0,6,27,1,0,41,0,0,0
627,Sam Johnstone,Wolves,GK,2024/25,630,0,0,0,17,0,0,23,0,0,0
628,José Malheiro de Sá,Wolves,GK,2023/24,3037,0,1,4,58,1,0,134,0,0,0
628,José Malheiro de Sá,Wolves,GK,2024/25,2610,0,0,7,48,2,0,71,2,0,0
629,Daniel Bentley,Wolves,GK,2023/24,382,0,0,2,7,0,0,8,0,0,0
629,Daniel Bentley,Wolves,GK,2024/25,180,0,0,1,4,0,0,8,0,0,0
630,Tom King,Wolves,GK,2023/24,0,0,0,0,0,0,0,0,0,0,0
630,Tom King,Wolves,GK,2024/25,1,0,0,0,0,0,0,0,0,0,0
631,Emmanuel Agbadou,Wolves,DEF,2024/25,1410,1,0,4,22,3,0,0,0,0,0
632,Matt Doherty,Wolves,DEF,2023/24,1136,1,0,1,21,2,0,0,0,0,0
632,Matt Doherty,Wolves,DEF,2024/25,2105,2,1,6,38,6,0,0,0,0,1
633,Hugo Bueno López,Wolves,DEF,2023/24,727,0,0,2,16,1,0,0,0,0,1
633,Hugo Bueno López,Wolves,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
634,Yerson Mosquera Valdelamar,Wolves,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
634,Yerson Mosquera Valdelamar,Wolves,DEF,2024/25,441,0,0,0,12,2,0,0,0,0,0
635,Rodrigo Martins Gomes,Wolves,DEF,2024/25,794,2,0,1,20,0,0,0,0,0,0
636,Santiago Ignacio Bueno,Wolves,DEF,2023/24,819,0,0,0,18,1,0,0,0,0,0
636,Santiago Ignacio Bueno,Wolves,DEF,2024/25,1678,0,0,5,34,2,0,0,0,0,0
637,Toti Gomes,Wolves,DEF,2023/24,2771,1,4,4,49,7,0,0,0,0,0
637,Toti Gomes,Wolves,DEF,2024/25,2613,0,1,8,45,7,0,0,0,0,0
638,Ki-Jana Hoever,Wolves,DEF,2023/24,0,0,0,0,0,0,0,0,0,0,0
638,Ki-Jana Hoever,Wolves,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
639,Bastien Meupiyou Menadjou,Wolves,DEF,2024/25,0,0,0,0,0,0,0,0,0,0,0
640,Pedro Cardoso de Lima,Wolves,DEF,2024/25,69,0,0,0,2,0,0,0,0,0,0
641,Alfie Pond,Wolves,DEF,2024/25,1,0,0,0,0,0,0,0,0,0,0
642,Hwang Hee-chan,Wolves,MID,2023/24,2116,12,3,3,37,6,0,0,0,0,0
642,Hwang Hee-chan,Wolves,MID,2024/25,646,2,1,0,19,0,0,0,0,0,0
643,André Trindade da Costa Neto,Wolves,MID,2024/25,2472,0,0,7,46,7,0,0,0,0,0
644,Jean-Ricner Bellegarde,Wolves,MID,2023/24,948,2,2,0,24,0,1,0,0,0,0
644,Jean-Ricner Bellegarde,Wolves,MID,2024/25,1666,2,7,6,31,3,0,0,0,0,0
646,João Victor Gomes da Silva,Wolves,MID,2023/24,2646,2,2,4,51,11,0,0,0,0,0
646,João Victor Gomes da Silva,Wolves,MID,2024/25,2975,3,1,6,59,9,1,0,0,0,0
647,Gonçalo Manuel Ganchinho Guedes,Wolves,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
647,Gonçalo Manuel Ganchinho Guedes,Wolves,MID,2024/25,979,2,4,3,25,1,0,0,0,0,0
648,Marshall Munetsi,Wolves,MID,2024/25,1077,2,2,5,11,0,0,0,0,0,0
649,Boubacar Traoré,Wolves,MID,2023/24,802,0,0,0,23,4,0,0,0,0,0
649,Boubacar Traoré,Wolves,MID,2024/25,1,0,0,0,0,0,0,0,0,0,0
650,Tawanda Chirewa,Wolves,MID,2023/24,138,0,0,0,2,1,0,0,0,0,0
650,Tawanda Chirewa,Wolves,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
651,Tom Edozie,Wolves,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
652,Enso González Medina,Wolves,MID,2023/24,1,0,0,0,0,0,0,0,0,0,0
652,Enso González Medina,Wolves,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
653,Joe Hodge,Wolves,MID,2023/24,0,0,0,0,0,0,0,0,0,0,0
653,Joe Hodge,Wolves,MID,2024/25,0,0,0,0,0,0,0,0,0,0,0
654,Jørgen Strand Larsen,Wolves,FWD,2024/25,2587,14,4,7,52,4,0,0,0,0,0
655,Fábio Soares Silva,Wolves,FWD,2023/24,259,0,0,1,8,2,0,0,0,0,0
655,Fábio Soares Silva,Wolves,FWD,2024/25,0,0,0,0,0,0,0,0,0,0,0
656,Saša Kalajdžić,Wolves,FWD,2023/24,158,2,0,1,2,0,0,0,0,0,0
656,Saša Kalajdžić,Wolves,FWD,2024/25,0,0,0,0,0,0,0,0,0,0,0
657,Leon Chiwome,Wolves,FWD,2023/24,173,0,0,0,4,0,0,0,0,0,0
657,Leon Chiwome,Wolves,FWD,2024/25,0,0,0,0,0,0,0,0,0,0,0
658,Nathan Fraser,Wolves,FWD,2023/24,183,0,0,1,3,1,0,0,0,0,0
658,Nathan Fraser,Wolves,FWD,2024/25,0,0,0,0,0,0,0,0,0,0,0
